date_processed,who_processed,date_set,date_collected,time_set,time_collected,site,habitat,microhabitat,taxon,abundance,wet_weight,wet_weight_unit,note,correction
1/25/2022,lucia_ramirez,12/13/2021,12/17/2021,10:15:00,9:42:00,st2,stream,pool,other,2,0,mg,less than 1 mg,
1/25/2022,lucia_ramirez,12/13/2021,12/17/2021,10:15:00,9:42:00,st2,stream,riffle,diptera,188,40,mg,,
1/25/2022,lucia_ramirez,12/13/2021,12/17/2021,10:56:00,10:03:00,st3,stream,riffle,diptera,4,3,mg,,
1/25/2022,lucia_ramirez,12/13/2021,12/17/2021,10:56:00,10:03:00,st3,stream,riffle,other,3,0,mg,less than 1 mg,
2/3/2022,lucia_ramirez,1/25/2022,1/30/2022,11:54:00,11:24:00,st3,stream,riffle,diptera,2,0,mg,less than 1 mg,
2/3/2022,lucia_ramirez,1/25/2022,1/30/2022,11:54:00,11:24:00,st3,stream,riffle,other,7,48,mg,,
2/3/2022,lucia_ramirez,1/25/2022,1/30/2022,11:54:00,11:24:00,st3,stream,pool,no_aquatic_insect,0,0,mg,No insects in sample,"3/18/22 AT, specified taxon, abundance, wet mass"
2/3/2022,lucia_ramirez,1/25/2022,1/30/2022,11:37:00,11:12:00,st2,wetland,closed,no_aquatic_insect,0,0,mg,No insects in sample,"3/18/22 AT, specified taxon, abundance, wet mass"
2/3/2022,lucia_ramirez,1/25/2022,1/30/2022,11:37:00,11:12:00,st2,stream,riffle,diptera,216,28,mg,,
2/3/2022,lucia_ramirez,1/25/2022,1/30/2022,11:37:00,11:12:00,st2,stream,pool,diptera,5,2,mg,,
2/3/2022,lucia_ramirez,1/25/2022,1/30/2022,11:37:00,11:12:00,st2,wetland,open,no_aquatic_insect,0,0,mg,No insects in sample,"3/18/22 AT, specified taxon, abundance, wet mass"
2/3/2022,lucia_ramirez,1/25/2022,1/30/2022,11:09:00,10:32:00,st1,wetland,for_side,no_aquatic_insect,0,0,mg,No insects in sample,"3/18/22 AT, specified taxon, abundance, wet mass"
2/3/2022,lucia_ramirez,1/25/2022,1/30/2022,11:09:00,10:32:00,st1,stream,pool,diptera,5,0,mg,less than 1 mg,
2/3/2022,lucia_ramirez,1/25/2022,1/30/2022,11:09:00,10:32:00,st1,stream,pool,other,1,0,mg,less than 1 mg,
2/10/2022,lucia_ramirez,1/25/2022,1/30/2022,11:09:00,10:32:00,st1,stream,riffle,diptera,3,0,mg,less than 1 mg,
2/10/2022,lucia_ramirez,1/25/2022,1/30/2022,11:09:00,10:32:00,st1,wetland,road_side,other,2,0,mg,less than 1 mg,
2/24/2022,lucia_ramirez,2/18/2022,2/21/2022,12:47:00,15:45:00,st1,wetland,road_side,no_aquatic_insect,0,0,mg,No insects in sample,"3/18/22 AT, specified taxon, abundance, wet mass"
2/24/2022,lucia_ramirez,2/18/2022,2/21/2022,13:14:00,16:10:00,st2,wetland,open,no_aquatic_insect,0,0,mg,No insects in sample,"3/18/22 AT, specified taxon, abundance, wet mass"
2/24/2022,lucia_ramirez,2/18/2022,2/21/2022,13:14:00,16:10:00,st2,stream,pool,diptera,6,3,mg,,
2/24/2022,lucia_ramirez,2/18/2022,2/21/2022,13:33:00,16:30:00,st3,stream,pool,diptera,4,5,mg,,
2/24/2022,lucia_ramirez,2/18/2022,2/21/2022,12:47:00,15:45:00,st1,wetland,for_side,diptera,2,0,mg,,
2/24/2022,lucia_ramirez,2/18/2022,2/21/2022,12:47:00,15:45:00,st1,wetland,for_side,other,1,0,mg,,
2/24/2022,lucia_ramirez,2/18/2022,2/21/2022,12:47:00,15:45:00,st1,stream,pool,diptera,18,2,mg,,
2/24/2022,lucia_ramirez,2/18/2022,2/21/2022,13:33:00,16:30:00,st3,stream,riffle,diptera,22,15,mg,,
3/3/2022,lucia_ramirez,2/18/2022,2/21/2022,13:14:00,16:10:00,st2,stream,riffle,diptera,220,32,mg,,
3/3/2022,lucia_ramirez,2/18/2022,2/21/2022,13:14:00,16:10:00,st2,stream,riffle,other,3,0,mg,,
3/3/2022,lucia_ramirez,2/18/2022,2/21/2022,12:47:00,15:45:00,st1,stream,riffle,diptera,79,10,mg,,
3/18/2022,akira_terui,2/18/2022,2/21/2022,13:14:00,16:10:00,st2,wetland,closed,no_aquatic_insect,0,0,mg,No insects in sample,"3/18/22 AT, specified taxon, abundance, wet mass"
3/31/2022,lucia_ramirez,3/18/2022,3/22/2022,14:50:00,14:49:00,st2,stream,pool,diptera,10,2,mg,,
3/31/2022,lucia_ramirez,3/18/2022,3/22/2022,15:30:00,14:58:00,st3,stream,pool,diptera,13,0,mg,less than 1 mg,
3/31/2022,lucia_ramirez,3/18/2022,3/22/2022,14:50:00,14:29:00,st2,wetland,closed,other,4,16,mg,,
3/31/2022,lucia_ramirez,3/18/2022,3/22/2022,14:50:00,14:29:00,st2,wetland,closed,diptera,12,11,mg,,
3/31/2022,lucia_ramirez,3/18/2022,3/22/2022,13:40:00,14:30:00,st1,stream,pool,diptera,24,6,mg,,
3/31/2022,lucia_ramirez,3/18/2022,3/22/2022,13:40:00,14:30:00,st1,wetland,for_side,diptera,17,28,mg,,
3/31/2022,lucia_ramirez,3/18/2022,3/22/2022,13:40:00,14:30:00,st1,wetland,for_side,other,14,5,mg,,
4/7/2022,lucia_ramirez,3/18/2022,3/22/2022,14:50:00,14:49:00,st2,wetland,open,diptera,22,47,mg,,
4/7/2022,lucia_ramirez,3/18/2022,3/22/2022,14:50:00,14:49:00,st2,wetland,open,other,9,4,mg,,
4/7/2022,lucia_ramirez,3/18/2022,3/22/2022,15:30:00,14:58:00,st3,stream,riffle,diptera,82,61,mg,,
4/7/2022,lucia_ramirez,3/18/2022,3/22/2022,15:30:00,14:58:00,st3,stream,riffle,caddisfly,1,14,mg,,
4/7/2022,lucia_ramirez,3/18/2022,3/22/2022,15:30:00,14:58:00,st3,stream,riffle,other,35,69,mg,,
4/7/2022,lucia_ramirez,3/18/2022,3/22/2022,13:40:00,14:30:00,st1,stream,riffle,diptera,91,26,mg,,
4/7/2022,lucia_ramirez,3/18/2022,3/22/2022,13:40:00,14:30:00,st1,stream,riffle,other,49,57,mg,,
4/12/2022,lucia_ramirez,3/18/2022,3/22/2022,14:50:00,14:49:00,st2,stream,riffle,caddisfly,46,347,mg,,
4/12/2022,lucia_ramirez,3/18/2022,3/22/2022,14:50:00,14:49:00,st2,stream,riffle,diptera,354,79,mg,,
4/12/2022,lucia_ramirez,3/18/2022,3/22/2022,14:50:00,14:49:00,st2,stream,riffle,other,3,0,mg,less than 1 mg,
4/12/2022,lucia_ramirez,3/18/2022,3/22/2022,13:40:00,14:30:00,st1,wetland,road_side,diptera,26,47,mg,,
4/12/2022,lucia_ramirez,3/18/2022,3/22/2022,13:40:00,14:30:00,st1,wetland,road_side,other,7,6,mg,,"10/31/24 Akira, taxon corrected"
