#,"Date Time, GMT-04:00","Temp, °C (LGR S/N: 10177893, SEN S/N: 10177893)",Coupler Detached (LGR S/N: 10177893),Coupler Attached (LGR S/N: 10177893),Host Connected (LGR S/N: 10177893),Stopped (LGR S/N: 10177893),End Of File (LGR S/N: 10177893)
1458,5/9/2021 8:30,13.858,,,,,
1459,5/9/2021 9:00,13.882,,,,,
1460,5/9/2021 9:30,13.93,,,,,
1461,5/9/2021 10:00,13.978,,,,,
1462,5/9/2021 10:30,14.05,,,,,
1463,5/9/2021 11:00,14.17,,,,,
1464,5/9/2021 11:30,14.314,,,,,
1465,5/9/2021 12:00,14.481,,,,,
1466,5/9/2021 12:30,14.816,,,,,
1467,5/9/2021 13:00,15.223,,,,,
1468,5/9/2021 13:30,15.557,,,,,
1469,5/9/2021 14:00,15.438,,,,,
1470,5/9/2021 14:30,15.533,,,,,
1471,5/9/2021 15:00,15.652,,,,,
1472,5/9/2021 15:30,15.867,,,,,
1473,5/9/2021 16:00,16.01,,,,,
1474,5/9/2021 16:30,15.963,,,,,
1475,5/9/2021 17:00,15.963,,,,,
1476,5/9/2021 17:30,15.986,,,,,
1477,5/9/2021 18:00,16.082,,,,,
1478,5/9/2021 18:30,16.106,,,,,
1479,5/9/2021 19:00,16.129,,,,,
1480,5/9/2021 19:30,16.153,,,,,
1481,5/9/2021 20:00,16.177,,,,,
1482,5/9/2021 20:30,16.177,,,,,
1483,5/9/2021 21:00,16.201,,,,,
1484,5/9/2021 21:30,16.177,,,,,
1485,5/9/2021 22:00,16.249,,,,,
1486,5/9/2021 22:30,16.249,,,,,
1487,5/9/2021 23:00,16.249,,,,,
1488,5/9/2021 23:30,16.249,,,,,
1489,5/10/2021 0:00,16.272,,,,,
1490,5/10/2021 0:30,16.249,,,,,
1491,5/10/2021 1:00,16.249,,,,,
1492,5/10/2021 1:30,16.249,,,,,
1493,5/10/2021 2:00,16.249,,,,,
1494,5/10/2021 2:30,16.272,,,,,
1495,5/10/2021 3:00,16.272,,,,,
1496,5/10/2021 3:30,16.296,,,,,
1497,5/10/2021 4:00,16.296,,,,,
1498,5/10/2021 4:30,16.296,,,,,
1499,5/10/2021 5:00,16.272,,,,,
1500,5/10/2021 5:30,16.272,,,,,
1501,5/10/2021 6:00,16.296,,,,,
1502,5/10/2021 6:30,16.296,,,,,
1503,5/10/2021 7:00,16.296,,,,,
1504,5/10/2021 7:30,16.296,,,,,
1505,5/10/2021 8:00,16.32,,,,,
1506,5/10/2021 8:30,16.32,,,,,
1507,5/10/2021 9:00,16.344,,,,,
1508,5/10/2021 9:30,16.344,,,,,
1509,5/10/2021 10:00,16.415,,,,,
1510,5/10/2021 10:30,16.463,,,,,
1511,5/10/2021 11:00,16.534,,,,,
1512,5/10/2021 11:30,16.606,,,,,
1513,5/10/2021 12:00,16.796,,,,,
1514,5/10/2021 12:30,16.963,,,,,
1515,5/10/2021 13:00,16.987,,,,,
1516,5/10/2021 13:30,17.058,,,,,
1517,5/10/2021 14:00,17.296,,,,,
1518,5/10/2021 14:30,17.344,,,,,
1519,5/10/2021 15:00,17.439,,,,,
1520,5/10/2021 15:30,17.51,,,,,
1521,5/10/2021 16:00,18.057,,,,,
1522,5/10/2021 16:30,22.25,,,,,
1523,5/10/2021 17:00,21.628,,,,,
1524,5/10/2021 17:30,21.199,,,,,
1525,5/10/2021 18:00,20.865,,,,,
1526,5/10/2021 18:30,20.603,,,,,
1527,5/10/2021 19:00,20.388,,,,,
1528,5/10/2021 19:30,20.198,,,,,
1529,5/10/2021 20:00,19.936,,,,,
1530,5/10/2021 20:30,19.722,,,,,
1531,5/10/2021 21:00,19.532,,,,,
1532,5/10/2021 21:30,19.389,,,,,
1533,5/10/2021 22:00,19.246,,,,,
1534,5/10/2021 22:30,19.056,,,,,
1535,5/10/2021 23:00,18.842,,,,,
1536,5/10/2021 23:30,18.652,,,,,
1537,5/11/2021 0:00,18.461,,,,,
1538,5/11/2021 0:30,18.319,,,,,
1539,5/11/2021 1:00,18.152,,,,,
1540,5/11/2021 1:30,17.962,,,,,
1541,5/11/2021 2:00,17.796,,,,,
1542,5/11/2021 2:30,17.629,,,,,
1543,5/11/2021 3:00,17.463,,,,,
1544,5/11/2021 3:30,17.344,,,,,
1545,5/11/2021 4:00,17.177,,,,,
1546,5/11/2021 4:30,17.034,,,,,
1547,5/11/2021 5:00,16.939,,,,,
1548,5/11/2021 5:30,16.725,,,,,
1549,5/11/2021 6:00,16.582,,,,,
1550,5/11/2021 6:30,16.463,,,,,
1551,5/11/2021 7:00,16.368,,,,,
1552,5/11/2021 7:30,16.296,,,,,
1553,5/11/2021 8:00,16.201,,,,,
1554,5/11/2021 8:30,16.129,,,,,
1555,5/11/2021 9:00,16.082,,,,,
1556,5/11/2021 9:30,16.082,,,,,
1557,5/11/2021 10:00,16.058,,,,,
1558,5/11/2021 10:30,16.058,,,,,
1559,5/11/2021 11:00,16.058,,,,,
1560,5/11/2021 11:30,16.082,,,,,
1561,5/11/2021 12:00,16.082,,,,,
1562,5/11/2021 12:30,16.082,,,,,
1563,5/11/2021 13:00,16.058,,,,,
1564,5/11/2021 13:30,16.082,,,,,
1565,5/11/2021 14:00,16.129,,,,,
1566,5/11/2021 14:30,16.153,,,,,
1567,5/11/2021 15:00,16.201,,,,,
1568,5/11/2021 15:30,16.463,,,,,
1569,5/11/2021 16:00,16.344,,,,,
1570,5/11/2021 16:30,16.368,,,,,
1571,5/11/2021 17:00,16.368,,,,,
1572,5/11/2021 17:30,16.344,,,,,
1573,5/11/2021 18:00,16.344,,,,,
1574,5/11/2021 18:30,16.344,,,,,
1575,5/11/2021 19:00,16.344,,,,,
1576,5/11/2021 19:30,16.344,,,,,
1577,5/11/2021 20:00,16.32,,,,,
1578,5/11/2021 20:30,16.296,,,,,
1579,5/11/2021 21:00,16.249,,,,,
1580,5/11/2021 21:30,16.177,,,,,
1581,5/11/2021 22:00,16.129,,,,,
1582,5/11/2021 22:30,16.082,,,,,
1583,5/11/2021 23:00,16.01,,,,,
1584,5/11/2021 23:30,15.939,,,,,
1585,5/12/2021 0:00,15.867,,,,,
1586,5/12/2021 0:30,15.796,,,,,
1587,5/12/2021 1:00,15.724,,,,,
1588,5/12/2021 1:30,15.652,,,,,
1589,5/12/2021 2:00,15.605,,,,,
1590,5/12/2021 2:30,15.581,,,,,
1591,5/12/2021 3:00,15.509,,,,,
1592,5/12/2021 3:30,15.414,,,,,
1593,5/12/2021 4:00,15.342,,,,,
1594,5/12/2021 4:30,15.318,,,,,
1595,5/12/2021 5:00,15.247,,,,,
1596,5/12/2021 5:30,15.175,,,,,
1597,5/12/2021 6:00,15.127,,,,,
1598,5/12/2021 6:30,15.031,,,,,
1599,5/12/2021 7:00,14.96,,,,,
1600,5/12/2021 7:30,14.888,,,,,
1601,5/12/2021 8:00,14.792,,,,,
1602,5/12/2021 8:30,14.697,,,,,
1603,5/12/2021 9:00,14.577,,,,,
1604,5/12/2021 9:30,14.481,,,,,
1605,5/12/2021 10:00,14.314,,,,,
1606,5/12/2021 10:30,14.05,,,,,
1607,5/12/2021 11:00,14.146,,,,,
1608,5/12/2021 11:30,14.266,,,,,
1609,5/12/2021 12:00,14.242,,,,,
1610,5/12/2021 12:30,14.218,,,,,
1611,5/12/2021 13:00,14.17,,,,,
1612,5/12/2021 13:30,14.098,,,,,
1613,5/12/2021 14:00,14.05,,,,,
1614,5/12/2021 14:30,14.002,,,,,
1615,5/12/2021 15:00,13.93,,,,,
1616,5/12/2021 15:30,13.882,,,,,
1617,5/12/2021 16:00,13.81,,,,,
1618,5/12/2021 16:30,13.762,,,,,
1619,5/12/2021 17:00,13.714,,,,,
1620,5/12/2021 17:30,13.69,,,,,
1621,5/12/2021 18:00,13.642,,,,,
1622,5/12/2021 18:30,13.594,,,,,
1623,5/12/2021 19:00,13.57,,,,,
1624,5/12/2021 19:30,13.522,,,,,
1625,5/12/2021 20:00,13.473,,,,,
1626,5/12/2021 20:30,13.425,,,,,
1627,5/12/2021 21:00,13.353,,,,,
1628,5/12/2021 21:30,13.353,,,,,
1629,5/12/2021 22:00,13.281,,,,,
1630,5/12/2021 22:30,13.209,,,,,
1631,5/12/2021 23:00,13.161,,,,,
1632,5/12/2021 23:30,13.088,,,,,
1633,5/13/2021 0:00,13.064,,,,,
1634,5/13/2021 0:30,12.968,,,,,
1635,5/13/2021 1:00,12.92,,,,,
1636,5/13/2021 1:30,12.847,,,,,
1637,5/13/2021 2:00,12.775,,,,,
1638,5/13/2021 2:30,12.678,,,,,
1639,5/13/2021 3:00,12.582,,,,,
1640,5/13/2021 3:30,12.534,,,,,
1641,5/13/2021 4:00,12.485,,,,,
1642,5/13/2021 4:30,12.437,,,,,
1643,5/13/2021 5:00,12.34,,,,,
1644,5/13/2021 5:30,12.243,,,,,
1645,5/13/2021 6:00,12.171,,,,,
1646,5/13/2021 6:30,12.147,,,,,
1647,5/13/2021 7:00,12.074,,,,,
1648,5/13/2021 7:30,12.025,,,,,
1649,5/13/2021 8:00,12.05,,,,,
1650,5/13/2021 8:30,12.122,,,,,
1651,5/13/2021 9:00,12.195,,,,,
1652,5/13/2021 9:30,12.292,,,,,
1653,5/13/2021 10:00,12.413,,,,,
1654,5/13/2021 10:30,12.558,,,,,
1655,5/13/2021 11:00,12.775,,,,,
1656,5/13/2021 11:30,13.112,,,,,
1657,5/13/2021 12:00,13.377,,,,,
1658,5/13/2021 12:30,13.906,,,,,
1659,5/13/2021 13:00,13.954,,,,,
1660,5/13/2021 13:30,14.05,,,,,
1661,5/13/2021 14:00,14.242,,,,,
1662,5/13/2021 14:30,14.361,,,,,
1663,5/13/2021 15:00,14.433,,,,,
1664,5/13/2021 15:30,14.577,,,,,
1665,5/13/2021 16:00,14.577,,,,,
1666,5/13/2021 16:30,14.625,,,,,
1667,5/13/2021 17:00,14.553,,,,,
1668,5/13/2021 17:30,14.553,,,,,
1669,5/13/2021 18:00,14.553,,,,,
1670,5/13/2021 18:30,14.553,,,,,
1671,5/13/2021 19:00,14.553,,,,,
1672,5/13/2021 19:30,14.577,,,,,
1673,5/13/2021 20:00,14.577,,,,,
1674,5/13/2021 20:30,14.601,,,,,
1675,5/13/2021 21:00,14.601,,,,,
1676,5/13/2021 21:30,14.553,,,,,
1677,5/13/2021 22:00,14.457,,,,,
1678,5/13/2021 22:30,14.361,,,,,
1679,5/13/2021 23:00,14.266,,,,,
1680,5/13/2021 23:30,14.146,,,,,
1681,5/14/2021 0:00,14.026,,,,,
1682,5/14/2021 0:30,13.906,,,,,
1683,5/14/2021 1:00,13.786,,,,,
1684,5/14/2021 1:30,13.666,,,,,
1685,5/14/2021 2:00,13.546,,,,,
1686,5/14/2021 2:30,13.425,,,,,
1687,5/14/2021 3:00,13.305,,,,,
1688,5/14/2021 3:30,13.161,,,,,
1689,5/14/2021 4:00,13.064,,,,,
1690,5/14/2021 4:30,12.896,,,,,
1691,5/14/2021 5:00,12.775,,,,,
1692,5/14/2021 5:30,12.678,,,,,
1693,5/14/2021 6:00,12.606,,,,,
1694,5/14/2021 6:30,12.509,,,,,
1695,5/14/2021 7:00,12.413,,,,,
1696,5/14/2021 7:30,12.34,,,,,
1697,5/14/2021 8:00,12.34,,,,,
1698,5/14/2021 8:30,12.389,,,,,
1699,5/14/2021 9:00,12.437,,,,,
1700,5/14/2021 9:30,12.534,,,,,
1701,5/14/2021 10:00,12.678,,,,,
1702,5/14/2021 10:30,12.968,,,,,
1703,5/14/2021 11:00,13.233,,,,,
1704,5/14/2021 11:30,13.497,,,,,
1705,5/14/2021 12:00,13.762,,,,,
1706,5/14/2021 12:30,14.314,,,,,
1707,5/14/2021 13:00,14.218,,,,,
1708,5/14/2021 13:30,14.242,,,,,
1709,5/14/2021 14:00,14.218,,,,,
1710,5/14/2021 14:30,14.361,,,,,
1711,5/14/2021 15:00,14.481,,,,,
1712,5/14/2021 15:30,14.409,,,,,
1713,5/14/2021 16:00,14.481,,,,,
1714,5/14/2021 16:30,14.529,,,,,
1715,5/14/2021 17:00,14.553,,,,,
1716,5/14/2021 17:30,14.625,,,,,
1717,5/14/2021 18:00,14.649,,,,,
1718,5/14/2021 18:30,14.673,,,,,
1719,5/14/2021 19:00,14.697,,,,,
1720,5/14/2021 19:30,14.721,,,,,
1721,5/14/2021 20:00,14.721,,,,,
1722,5/14/2021 20:30,14.721,,,,,
1723,5/14/2021 21:00,14.745,,,,,
1724,5/14/2021 21:30,14.673,,,,,
1725,5/14/2021 22:00,14.601,,,,,
1726,5/14/2021 22:30,14.505,,,,,
1727,5/14/2021 23:00,14.433,,,,,
1728,5/14/2021 23:30,14.361,,,,,
1729,5/15/2021 0:00,14.242,,,,,
1730,5/15/2021 0:30,14.098,,,,,
1731,5/15/2021 1:00,14.026,,,,,
1732,5/15/2021 1:30,13.882,,,,,
1733,5/15/2021 2:00,13.81,,,,,
1734,5/15/2021 2:30,13.69,,,,,
1735,5/15/2021 3:00,13.57,,,,,
1736,5/15/2021 3:30,13.473,,,,,
1737,5/15/2021 4:00,13.377,,,,,
1738,5/15/2021 4:30,13.257,,,,,
1739,5/15/2021 5:00,13.137,,,,,
1740,5/15/2021 5:30,13.04,,,,,
1741,5/15/2021 6:00,12.92,,,,,
1742,5/15/2021 6:30,12.823,,,,,
1743,5/15/2021 7:00,12.727,,,,,
1744,5/15/2021 7:30,12.678,,,,,
1745,5/15/2021 8:00,12.678,,,,,
1746,5/15/2021 8:30,12.727,,,,,
1747,5/15/2021 9:00,12.799,,,,,
1748,5/15/2021 9:30,12.896,,,,,
1749,5/15/2021 10:00,13.016,,,,,
1750,5/15/2021 10:30,13.137,,,,,
1751,5/15/2021 11:00,13.353,,,,,
1752,5/15/2021 11:30,13.57,,,,,
1753,5/15/2021 12:00,13.93,,,,,
1754,5/15/2021 12:30,14.026,,,,,
1755,5/15/2021 13:00,14.361,,,,,
1756,5/15/2021 13:30,14.577,,,,,
1757,5/15/2021 14:00,14.745,,,,,
1758,5/15/2021 14:30,14.792,,,,,
1759,5/15/2021 15:00,14.864,,,,,
1760,5/15/2021 15:30,14.888,,,,,
1761,5/15/2021 16:00,14.984,,,,,
1762,5/15/2021 16:30,15.008,,,,,
1763,5/15/2021 17:00,15.103,,,,,
1764,5/15/2021 17:30,15.103,,,,,
1765,5/15/2021 18:00,15.127,,,,,
1766,5/15/2021 18:30,15.127,,,,,
1767,5/15/2021 19:00,15.127,,,,,
1768,5/15/2021 19:30,15.151,,,,,
1769,5/15/2021 20:00,15.151,,,,,
1770,5/15/2021 20:30,15.175,,,,,
1771,5/15/2021 21:00,15.175,,,,,
1772,5/15/2021 21:30,15.151,,,,,
1773,5/15/2021 22:00,15.127,,,,,
1774,5/15/2021 22:30,15.103,,,,,
1775,5/15/2021 23:00,15.055,,,,,
1776,5/15/2021 23:30,14.984,,,,,
1777,5/16/2021 0:00,14.912,,,,,
1778,5/16/2021 0:30,14.792,,,,,
1779,5/16/2021 1:00,14.697,,,,,
1780,5/16/2021 1:30,14.601,,,,,
1781,5/16/2021 2:00,14.505,,,,,
1782,5/16/2021 2:30,14.409,,,,,
1783,5/16/2021 3:00,14.314,,,,,
1784,5/16/2021 3:30,14.218,,,,,
1785,5/16/2021 4:00,14.122,,,,,
1786,5/16/2021 4:30,14.05,,,,,
1787,5/16/2021 5:00,13.954,,,,,
1788,5/16/2021 5:30,13.882,,,,,
1789,5/16/2021 6:00,13.858,,,,,
1790,5/16/2021 6:30,13.834,,,,,
1791,5/16/2021 7:00,13.786,,,,,
1792,5/16/2021 7:30,13.786,,,,,
1793,5/16/2021 8:00,13.762,,,,,
1794,5/16/2021 8:30,13.762,,,,,
1795,5/16/2021 9:00,13.762,,,,,
1796,5/16/2021 9:30,13.786,,,,,
1797,5/16/2021 10:00,13.786,,,,,
1798,5/16/2021 10:30,13.834,,,,,
1799,5/16/2021 11:00,13.858,,,,,
1800,5/16/2021 11:30,13.954,,,,,
1801,5/16/2021 12:00,14.026,,,,,
1802,5/16/2021 12:30,14.098,,,,,
1803,5/16/2021 13:00,14.17,,,,,
1804,5/16/2021 13:30,14.266,,,,,
1805,5/16/2021 14:00,14.337,,,,,
1806,5/16/2021 14:30,14.409,,,,,
1807,5/16/2021 15:00,14.505,,,,,
1808,5/16/2021 15:30,14.553,,,,,
1809,5/16/2021 16:00,14.601,,,,,
1810,5/16/2021 16:30,14.625,,,,,
1811,5/16/2021 17:00,14.673,,,,,
1812,5/16/2021 17:30,14.697,,,,,
1813,5/16/2021 18:00,14.721,,,,,
1814,5/16/2021 18:30,14.768,,,,,
1815,5/16/2021 19:00,14.792,,,,,
1816,5/16/2021 19:30,14.816,,,,,
1817,5/16/2021 20:00,14.84,,,,,
1818,5/16/2021 20:30,14.864,,,,,
1819,5/16/2021 21:00,15.008,,,,,
1820,5/16/2021 21:30,14.96,,,,,
1821,5/16/2021 22:00,14.936,,,,,
1822,5/16/2021 22:30,14.936,,,,,
1823,5/16/2021 23:00,14.96,,,,,
1824,5/16/2021 23:30,14.936,,,,,
1825,5/17/2021 0:00,14.96,,,,,
1826,5/17/2021 0:30,14.936,,,,,
1827,5/17/2021 1:00,14.936,,,,,
1828,5/17/2021 1:30,14.936,,,,,
1829,5/17/2021 2:00,14.912,,,,,
1830,5/17/2021 2:30,14.912,,,,,
1831,5/17/2021 3:00,14.888,,,,,
1832,5/17/2021 3:30,14.864,,,,,
1833,5/17/2021 4:00,14.84,,,,,
1834,5/17/2021 4:30,14.816,,,,,
1835,5/17/2021 5:00,14.816,,,,,
1836,5/17/2021 5:30,14.792,,,,,
1837,5/17/2021 6:00,14.768,,,,,
1838,5/17/2021 6:30,14.745,,,,,
1839,5/17/2021 7:00,14.745,,,,,
1840,5/17/2021 7:30,14.745,,,,,
1841,5/17/2021 8:00,14.745,,,,,
1842,5/17/2021 8:30,14.745,,,,,
1843,5/17/2021 9:00,14.768,,,,,
1844,5/17/2021 9:30,14.816,,,,,
1845,5/17/2021 10:00,14.84,,,,,
1846,5/17/2021 10:30,14.888,,,,,
1847,5/17/2021 11:00,14.912,,,,,
1848,5/17/2021 11:30,14.912,,,,,
1849,5/17/2021 12:00,15.008,,,,,
1850,5/17/2021 12:30,15.199,,,,,
1851,5/17/2021 13:00,15.247,,,,,
1852,5/17/2021 13:30,15.294,,,,,
1853,5/17/2021 14:00,15.366,,,,,
1854,5/17/2021 14:30,15.342,,,,,
1855,5/17/2021 15:00,15.366,,,,,
1856,5/17/2021 15:30,15.366,,,,,
1857,5/17/2021 16:00,15.414,,,,,
1858,5/17/2021 16:30,15.414,,,,,
1859,5/17/2021 17:00,15.509,,,,,
1860,5/17/2021 17:30,15.533,,,,,
1861,5/17/2021 18:00,15.557,,,,,
1862,5/17/2021 18:30,15.652,,,,,
1863,5/17/2021 19:00,15.652,,,,,
1864,5/17/2021 19:30,15.652,,,,,
1865,5/17/2021 20:00,15.629,,,,,
1866,5/17/2021 20:30,15.652,,,,,
1867,5/17/2021 21:00,15.629,,,,,
1868,5/17/2021 21:30,15.605,,,,,
1869,5/17/2021 22:00,15.605,,,,,
1870,5/17/2021 22:30,15.581,,,,,
1871,5/17/2021 23:00,15.581,,,,,
1872,5/17/2021 23:30,15.557,,,,,
1873,5/18/2021 0:00,15.533,,,,,
1874,5/18/2021 0:30,15.485,,,,,
1875,5/18/2021 1:00,15.461,,,,,
1876,5/18/2021 1:30,15.438,,,,,
1877,5/18/2021 2:00,15.414,,,,,
1878,5/18/2021 2:30,15.39,,,,,
1879,5/18/2021 3:00,15.39,,,,,
1880,5/18/2021 3:30,15.366,,,,,
1881,5/18/2021 4:00,15.342,,,,,
1882,5/18/2021 4:30,15.318,,,,,
1883,5/18/2021 5:00,15.294,,,,,
1884,5/18/2021 5:30,15.27,,,,,
1885,5/18/2021 6:00,15.223,,,,,
1886,5/18/2021 6:30,15.223,,,,,
1887,5/18/2021 7:00,15.199,,,,,
1888,5/18/2021 7:30,15.199,,,,,
1889,5/18/2021 8:00,15.223,,,,,
1890,5/18/2021 8:30,15.247,,,,,
1891,5/18/2021 9:00,15.27,,,,,
1892,5/18/2021 9:30,15.318,,,,,
1893,5/18/2021 10:00,15.366,,,,,
1894,5/18/2021 10:30,15.414,,,,,
1895,5/18/2021 11:00,15.533,,,,,
1896,5/18/2021 11:30,15.605,,,,,
1897,5/18/2021 12:00,15.915,,,,,
1898,5/18/2021 12:30,15.891,,,,,
1899,5/18/2021 13:00,16.129,,,,,
1900,5/18/2021 13:30,16.153,,,,,
1901,5/18/2021 14:00,16.272,,,,,
1902,5/18/2021 14:30,16.32,,,,,
1903,5/18/2021 15:00,16.415,,,,,
1904,5/18/2021 15:30,16.487,,,,,
1905,5/18/2021 16:00,16.582,,,,,
1906,5/18/2021 16:30,16.558,,,,,
1907,5/18/2021 17:00,16.582,,,,,
1908,5/18/2021 17:30,16.558,,,,,
1909,5/18/2021 18:00,16.606,,,,,
1910,5/18/2021 18:30,16.606,,,,,
1911,5/18/2021 19:00,16.606,,,,,
1912,5/18/2021 19:30,16.606,,,,,
1913,5/18/2021 20:00,16.606,,,,,
1914,5/18/2021 20:30,16.606,,,,,
1915,5/18/2021 21:00,16.606,,,,,
1916,5/18/2021 21:30,16.582,,,,,
1917,5/18/2021 22:00,16.582,,,,,
1918,5/18/2021 22:30,16.558,,,,,
1919,5/18/2021 23:00,16.558,,,,,
1920,5/18/2021 23:30,16.534,,,,,
1921,5/19/2021 0:00,16.511,,,,,
1922,5/19/2021 0:30,16.463,,,,,
1923,5/19/2021 1:00,16.415,,,,,
1924,5/19/2021 1:30,16.344,,,,,
1925,5/19/2021 2:00,16.272,,,,,
1926,5/19/2021 2:30,16.225,,,,,
1927,5/19/2021 3:00,16.129,,,,,
1928,5/19/2021 3:30,16.058,,,,,
1929,5/19/2021 4:00,15.986,,,,,
1930,5/19/2021 4:30,15.939,,,,,
1931,5/19/2021 5:00,15.843,,,,,
1932,5/19/2021 5:30,15.748,,,,,
1933,5/19/2021 6:00,15.676,,,,,
1934,5/19/2021 6:30,15.605,,,,,
1935,5/19/2021 7:00,15.533,,,,,
1936,5/19/2021 7:30,15.509,,,,,
1937,5/19/2021 8:00,15.509,,,,,
1938,5/19/2021 8:30,15.533,,,,,
1939,5/19/2021 9:00,15.581,,,,,
1940,5/19/2021 9:30,15.652,,,,,
1941,5/19/2021 10:00,15.772,,,,,
1942,5/19/2021 10:30,15.939,,,,,
1943,5/19/2021 11:00,16.082,,,,,
1944,5/19/2021 11:30,16.225,,,,,
1945,5/19/2021 12:00,16.987,,,,,
1946,5/19/2021 12:30,16.63,,,,,
1947,5/19/2021 13:00,16.582,,,,,
1948,5/19/2021 13:30,16.773,,,,,
1949,5/19/2021 14:00,16.796,,,,,
1950,5/19/2021 14:30,16.844,,,,,
1951,5/19/2021 15:00,16.963,,,,,
1952,5/19/2021 15:30,17.177,,,,,
1953,5/19/2021 16:00,17.701,,,,,
1954,5/19/2021 16:30,17.368,,,,,
1955,5/19/2021 17:00,17.368,,,,,
1956,5/19/2021 17:30,17.32,,,,,
1957,5/19/2021 18:00,17.32,,,,,
1958,5/19/2021 18:30,17.225,,,,,
1959,5/19/2021 19:00,17.32,,,,,
1960,5/19/2021 19:30,17.32,,,,,
1961,5/19/2021 20:00,17.32,,,,,
1962,5/19/2021 20:30,17.344,,,,,
1963,5/19/2021 21:00,17.32,,,,,
1964,5/19/2021 21:30,17.368,,,,,
1965,5/19/2021 22:00,17.439,,,,,
1966,5/19/2021 22:30,17.391,,,,,
1967,5/19/2021 23:00,17.32,,,,,
1968,5/19/2021 23:30,17.249,,,,,
1969,5/20/2021 0:00,17.153,,,,,
1970,5/20/2021 0:30,17.058,,,,,
1971,5/20/2021 1:00,16.939,,,,,
1972,5/20/2021 1:30,16.82,,,,,
1973,5/20/2021 2:00,16.701,,,,,
1974,5/20/2021 2:30,16.582,,,,,
1975,5/20/2021 3:00,16.511,,,,,
1976,5/20/2021 3:30,16.392,,,,,
1977,5/20/2021 4:00,16.296,,,,,
1978,5/20/2021 4:30,16.177,,,,,
1979,5/20/2021 5:00,16.082,,,,,
1980,5/20/2021 5:30,15.986,,,,,
1981,5/20/2021 6:00,15.915,,,,,
1982,5/20/2021 6:30,15.819,,,,,
1983,5/20/2021 7:00,15.748,,,,,
1984,5/20/2021 7:30,15.7,,,,,
1985,5/20/2021 8:00,15.7,,,,,
1986,5/20/2021 8:30,15.724,,,,,
1987,5/20/2021 9:00,15.796,,,,,
1988,5/20/2021 9:30,15.867,,,,,
1989,5/20/2021 10:00,15.963,,,,,
1990,5/20/2021 10:30,16.082,,,,,
1991,5/20/2021 11:00,16.225,,,,,
1992,5/20/2021 11:30,16.344,,,,,
1993,5/20/2021 12:00,17.296,,,,,
1994,5/20/2021 12:30,16.82,,,,,
1995,5/20/2021 13:00,17.272,,,,,
1996,5/20/2021 13:30,17.344,,,,,
1997,5/20/2021 14:00,17.415,,,,,
1998,5/20/2021 14:30,17.439,,,,,
1999,5/20/2021 15:00,17.558,,,,,
2000,5/20/2021 15:30,17.653,,,,,
2001,5/20/2021 16:00,18.105,,,,,
2002,5/20/2021 16:30,17.915,,,,,
2003,5/20/2021 17:00,17.938,,,,,
2004,5/20/2021 17:30,17.867,,,,,
2005,5/20/2021 18:00,17.843,,,,,
2006,5/20/2021 18:30,17.796,,,,,
2007,5/20/2021 19:00,17.843,,,,,
2008,5/20/2021 19:30,17.819,,,,,
2009,5/20/2021 20:00,17.796,,,,,
2010,5/20/2021 20:30,17.867,,,,,
2011,5/20/2021 21:00,17.891,,,,,
2012,5/20/2021 21:30,17.819,,,,,
2013,5/20/2021 22:00,17.819,,,,,
2014,5/20/2021 22:30,17.796,,,,,
2015,5/20/2021 23:00,17.819,,,,,
2016,5/20/2021 23:30,17.819,,,,,
2017,5/21/2021 0:00,17.748,,,,,
2018,5/21/2021 0:30,17.701,,,,,
2019,5/21/2021 1:00,17.605,,,,,
2020,5/21/2021 1:30,17.534,,,,,
2021,5/21/2021 2:00,17.439,,,,,
2022,5/21/2021 2:30,17.344,,,,,
2023,5/21/2021 3:00,17.272,,,,,
2024,5/21/2021 3:30,17.177,,,,,
2025,5/21/2021 4:00,17.106,,,,,
2026,5/21/2021 4:30,17.011,,,,,
2027,5/21/2021 5:00,16.939,,,,,
2028,5/21/2021 5:30,16.868,,,,,
2029,5/21/2021 6:00,16.773,,,,,
2030,5/21/2021 6:30,16.725,,,,,
2031,5/21/2021 7:00,16.677,,,,,
2032,5/21/2021 7:30,16.63,,,,,
2033,5/21/2021 8:00,16.582,,,,,
2034,5/21/2021 8:30,16.582,,,,,
2035,5/21/2021 9:00,16.582,,,,,
2036,5/21/2021 9:30,16.63,,,,,
2037,5/21/2021 10:00,16.677,,,,,
2038,5/21/2021 10:30,16.749,,,,,
2039,5/21/2021 11:00,16.82,,,,,
2040,5/21/2021 11:30,16.915,,,,,
2041,5/21/2021 12:00,17.177,,,,,
2042,5/21/2021 12:30,17.201,,,,,
2043,5/21/2021 13:00,17.391,,,,,
2044,5/21/2021 13:30,17.701,,,,,
2045,5/21/2021 14:00,17.701,,,,,
2046,5/21/2021 14:30,17.772,,,,,
2047,5/21/2021 15:00,17.843,,,,,
2048,5/21/2021 15:30,18.01,,,,,
2049,5/21/2021 16:00,18.2,,,,,
2050,5/21/2021 16:30,18.081,,,,,
2051,5/21/2021 17:00,18.081,,,,,
2052,5/21/2021 17:30,18.01,,,,,
2053,5/21/2021 18:00,17.986,,,,,
2054,5/21/2021 18:30,17.986,,,,,
2055,5/21/2021 19:00,17.986,,,,,
2056,5/21/2021 19:30,17.962,,,,,
2057,5/21/2021 20:00,17.938,,,,,
2058,5/21/2021 20:30,17.938,,,,,
2059,5/21/2021 21:00,17.915,,,,,
