#,"Date Time, GMT-04:00","Temp, °C (LGR S/N: 10177893, SEN S/N: 10177893)",Coupler Detached (LGR S/N: 10177893),Coupler Attached (LGR S/N: 10177893),Host Connected (LGR S/N: 10177893),Bad Battery (LGR S/N: 10177893),End Of File (LGR S/N: 10177893)
1797,9/12/2021 20:00,19.984,,,,,
1798,9/12/2021 20:30,20.031,,,,,
1799,9/12/2021 21:00,20.079,,,,,
1800,9/12/2021 21:30,20.126,,,,,
1801,9/12/2021 22:00,20.174,,,,,
1802,9/12/2021 22:30,20.198,,,,,
1803,9/12/2021 23:00,20.269,,,,,
1804,9/12/2021 23:30,20.293,,,,,
1805,9/13/2021 0:00,20.317,,,,,
1806,9/13/2021 0:30,20.365,,,,,
1807,9/13/2021 1:00,20.388,,,,,
1808,9/13/2021 1:30,20.436,,,,,
1809,9/13/2021 2:00,20.388,,,,,
1810,9/13/2021 2:30,20.365,,,,,
1811,9/13/2021 3:00,20.317,,,,,
1812,9/13/2021 3:30,20.293,,,,,
1813,9/13/2021 4:00,20.246,,,,,
1814,9/13/2021 4:30,20.198,,,,,
1815,9/13/2021 5:00,20.15,,,,,
1816,9/13/2021 5:30,20.103,,,,,
1817,9/13/2021 6:00,20.055,,,,,
1818,9/13/2021 6:30,20.007,,,,,
1819,9/13/2021 7:00,19.96,,,,,
1820,9/13/2021 7:30,19.912,,,,,
1821,9/13/2021 8:00,19.888,,,,,
1822,9/13/2021 8:30,19.888,,,,,
1823,9/13/2021 9:00,19.912,,,,,
1824,9/13/2021 9:30,19.936,,,,,
1825,9/13/2021 10:00,19.96,,,,,
1826,9/13/2021 10:30,19.984,,,,,
1827,9/13/2021 11:00,20.031,,,,,
1828,9/13/2021 11:30,20.103,,,,,
1829,9/13/2021 12:00,20.174,,,,,
1830,9/13/2021 12:30,20.222,,,,,
1831,9/13/2021 13:00,20.293,,,,,
1832,9/13/2021 13:30,20.365,,,,,
1833,9/13/2021 14:00,20.412,,,,,
1834,9/13/2021 14:30,20.46,,,,,
1835,9/13/2021 15:00,20.46,,,,,
1836,9/13/2021 15:30,20.484,,,,,
1837,9/13/2021 16:00,20.507,,,,,
1838,9/13/2021 16:30,20.531,,,,,
1839,9/13/2021 17:00,20.555,,,,,
1840,9/13/2021 17:30,20.579,,,,,
1841,9/13/2021 18:00,20.603,,,,,
1842,9/13/2021 18:30,20.627,,,,,
1843,9/13/2021 19:00,20.65,,,,,
1844,9/13/2021 19:30,20.698,,,,,
1845,9/13/2021 20:00,20.698,,,,,
1846,9/13/2021 20:30,20.77,,,,,
1847,9/13/2021 21:00,20.841,,,,,
1848,9/13/2021 21:30,20.913,,,,,
1849,9/13/2021 22:00,20.984,,,,,
1850,9/13/2021 22:30,21.056,,,,,
1851,9/13/2021 23:00,21.079,,,,,
1852,9/13/2021 23:30,21.127,,,,,
1853,9/14/2021 0:00,21.151,,,,,
1854,9/14/2021 0:30,21.199,,,,,
1855,9/14/2021 1:00,21.175,,,,,
1856,9/14/2021 1:30,21.175,,,,,
1857,9/14/2021 2:00,21.199,,,,,
1858,9/14/2021 2:30,21.175,,,,,
1859,9/14/2021 3:00,21.151,,,,,
1860,9/14/2021 3:30,21.103,,,,,
1861,9/14/2021 4:00,21.056,,,,,
1862,9/14/2021 4:30,21.008,,,,,
1863,9/14/2021 5:00,20.96,,,,,
1864,9/14/2021 5:30,20.936,,,,,
1865,9/14/2021 6:00,20.889,,,,,
1866,9/14/2021 6:30,20.817,,,,,
1867,9/14/2021 7:00,20.77,,,,,
1868,9/14/2021 7:30,20.722,,,,,
1869,9/14/2021 8:00,20.674,,,,,
1870,9/14/2021 8:30,20.65,,,,,
1871,9/14/2021 9:00,20.674,,,,,
1872,9/14/2021 9:30,20.698,,,,,
1873,9/14/2021 10:00,20.698,,,,,
1874,9/14/2021 10:30,20.746,,,,,
1875,9/14/2021 11:00,20.77,,,,,
1876,9/14/2021 11:30,20.817,,,,,
1877,9/14/2021 12:00,20.889,,,,,
1878,9/14/2021 12:30,20.96,,,,,
1879,9/14/2021 13:00,21.008,,,,,
1880,9/14/2021 13:30,21.079,,,,,
1881,9/14/2021 14:00,21.151,,,,,
1882,9/14/2021 14:30,21.175,,,,,
1883,9/14/2021 15:00,21.223,,,,,
1884,9/14/2021 15:30,21.246,,,,,
1885,9/14/2021 16:00,21.27,,,,,
1886,9/14/2021 16:30,21.294,,,,,
1887,9/14/2021 17:00,21.294,,,,,
1888,9/14/2021 17:30,21.294,,,,,
1889,9/14/2021 18:00,21.318,,,,,
1890,9/14/2021 18:30,21.342,,,,,
1891,9/14/2021 19:00,21.39,,,,,
1892,9/14/2021 19:30,21.413,,,,,
1893,9/14/2021 20:00,21.437,,,,,
1894,9/14/2021 20:30,21.509,,,,,
1895,9/14/2021 21:00,21.533,,,,,
1896,9/14/2021 21:30,21.509,,,,,
1897,9/14/2021 22:00,21.604,,,,,
1898,9/14/2021 22:30,21.604,,,,,
1899,9/14/2021 23:00,21.604,,,,,
1900,9/14/2021 23:30,21.604,,,,,
1901,9/15/2021 0:00,21.604,,,,,
1902,9/15/2021 0:30,21.604,,,,,
1903,9/15/2021 1:00,21.557,,,,,
1904,9/15/2021 1:30,21.533,,,,,
1905,9/15/2021 2:00,21.485,,,,,
1906,9/15/2021 2:30,21.413,,,,,
1907,9/15/2021 3:00,21.366,,,,,
1908,9/15/2021 3:30,21.294,,,,,
1909,9/15/2021 4:00,21.246,,,,,
1910,9/15/2021 4:30,21.199,,,,,
1911,9/15/2021 5:00,21.151,,,,,
1912,9/15/2021 5:30,21.079,,,,,
1913,9/15/2021 6:00,21.008,,,,,
1914,9/15/2021 6:30,20.936,,,,,
1915,9/15/2021 7:00,20.889,,,,,
1916,9/15/2021 7:30,20.841,,,,,
1917,9/15/2021 8:00,20.77,,,,,
1918,9/15/2021 8:30,20.77,,,,,
1919,9/15/2021 9:00,20.793,,,,,
1920,9/15/2021 9:30,20.793,,,,,
1921,9/15/2021 10:00,20.841,,,,,
1922,9/15/2021 10:30,20.865,,,,,
1923,9/15/2021 11:00,20.913,,,,,
1924,9/15/2021 11:30,20.96,,,,,
1925,9/15/2021 12:00,21.008,,,,,
1926,9/15/2021 12:30,21.032,,,,,
1927,9/15/2021 13:00,21.079,,,,,
1928,9/15/2021 13:30,21.151,,,,,
1929,9/15/2021 14:00,21.223,,,,,
1930,9/15/2021 14:30,21.246,,,,,
1931,9/15/2021 15:00,21.294,,,,,
1932,9/15/2021 15:30,21.318,,,,,
1933,9/15/2021 16:00,21.366,,,,,
1934,9/15/2021 16:30,21.39,,,,,
1935,9/15/2021 17:00,21.39,,,,,
1936,9/15/2021 17:30,21.413,,,,,
1937,9/15/2021 18:00,21.437,,,,,
1938,9/15/2021 18:30,21.461,,,,,
1939,9/15/2021 19:00,21.485,,,,,
1940,9/15/2021 19:30,21.509,,,,,
1941,9/15/2021 20:00,21.533,,,,,
1942,9/15/2021 20:30,21.557,,,,,
1943,9/15/2021 21:00,21.581,,,,,
1944,9/15/2021 21:30,21.604,,,,,
1945,9/15/2021 22:00,21.652,,,,,
1946,9/15/2021 22:30,21.652,,,,,
1947,9/15/2021 23:00,21.676,,,,,
1948,9/15/2021 23:30,21.7,,,,,
1949,9/16/2021 0:00,21.724,,,,,
1950,9/16/2021 0:30,21.748,,,,,
1951,9/16/2021 1:00,21.724,,,,,
1952,9/16/2021 1:30,21.772,,,,,
1953,9/16/2021 2:00,21.772,,,,,
1954,9/16/2021 2:30,21.772,,,,,
1955,9/16/2021 3:00,21.772,,,,,
1956,9/16/2021 3:30,21.748,,,,,
1957,9/16/2021 4:00,21.7,,,,,
1958,9/16/2021 4:30,21.7,,,,,
1959,9/16/2021 5:00,21.676,,,,,
1960,9/16/2021 5:30,21.652,,,,,
1961,9/16/2021 6:00,21.652,,,,,
1962,9/16/2021 6:30,21.628,,,,,
1963,9/16/2021 7:00,21.581,,,,,
1964,9/16/2021 7:30,21.581,,,,,
1965,9/16/2021 8:00,21.557,,,,,
1966,9/16/2021 8:30,21.557,,,,,
1967,9/16/2021 9:00,21.533,,,,,
1968,9/16/2021 9:30,21.533,,,,,
1969,9/16/2021 10:00,21.557,,,,,
1970,9/16/2021 10:30,21.557,,,,,
1971,9/16/2021 11:00,21.557,,,,,
1972,9/16/2021 11:30,21.581,,,,,
1973,9/16/2021 12:00,21.604,,,,,
1974,9/16/2021 12:30,21.628,,,,,
1975,9/16/2021 13:00,21.652,,,,,
1976,9/16/2021 13:30,21.724,,,,,
1977,9/16/2021 14:00,21.748,,,,,
1978,9/16/2021 14:30,21.772,,,,,
1979,9/16/2021 15:00,21.795,,,,,
1980,9/16/2021 15:30,21.772,,,,,
1981,9/16/2021 16:00,21.795,,,,,
1982,9/16/2021 16:30,21.795,,,,,
1983,9/16/2021 17:00,21.819,,,,,
1984,9/16/2021 17:30,21.843,,,,,
1985,9/16/2021 18:00,21.843,,,,,
1986,9/16/2021 18:30,21.843,,,,,
1987,9/16/2021 19:00,21.843,,,,,
1988,9/16/2021 19:30,21.843,,,,,
1989,9/16/2021 20:00,21.843,,,,,
1990,9/16/2021 20:30,21.819,,,,,
1991,9/16/2021 21:00,21.819,,,,,
1992,9/16/2021 21:30,21.795,,,,,
1993,9/16/2021 22:00,21.772,,,,,
1994,9/16/2021 22:30,21.772,,,,,
1995,9/16/2021 23:00,21.748,,,,,
1996,9/16/2021 23:30,21.724,,,,,
1997,9/17/2021 0:00,21.724,,,,,
1998,9/17/2021 0:30,21.7,,,,,
1999,9/17/2021 1:00,21.676,,,,,
2000,9/17/2021 1:30,21.652,,,,,
2001,9/17/2021 2:00,21.628,,,,,
2002,9/17/2021 2:30,21.604,,,,,
2003,9/17/2021 3:00,21.604,,,,,
2004,9/17/2021 3:30,21.581,,,,,
2005,9/17/2021 4:00,21.557,,,,,
2006,9/17/2021 4:30,21.557,,,,,
2007,9/17/2021 5:00,21.533,,,,,
2008,9/17/2021 5:30,21.509,,,,,
2009,9/17/2021 6:00,21.509,,,,,
2010,9/17/2021 6:30,21.485,,,,,
2011,9/17/2021 7:00,21.461,,,,,
2012,9/17/2021 7:30,21.437,,,,,
2013,9/17/2021 8:00,21.413,,,,,
2014,9/17/2021 8:30,21.413,,,,,
2015,9/17/2021 9:00,21.413,,,,,
2016,9/17/2021 9:30,21.413,,,,,
2017,9/17/2021 10:00,21.413,,,,,
2018,9/17/2021 10:30,21.437,,,,,
2019,9/17/2021 11:00,21.461,,,,,
2020,9/17/2021 11:30,21.485,,,,,
2021,9/17/2021 12:00,21.509,,,,,
2022,9/17/2021 12:30,21.533,,,,,
2023,9/17/2021 13:00,21.581,,,,,
2024,9/17/2021 13:30,21.604,,,,,
2025,9/17/2021 14:00,21.628,,,,,
2026,9/17/2021 14:30,21.7,,,,,
2027,9/17/2021 15:00,21.7,,,,,
2028,9/17/2021 15:30,21.748,,,,,
2029,9/17/2021 16:00,21.819,,,,,
2030,9/17/2021 16:30,21.843,,,,,
2031,9/17/2021 17:00,21.867,,,,,
2032,9/17/2021 17:30,21.891,,,,,
2033,9/17/2021 18:00,21.915,,,,,
2034,9/17/2021 18:30,21.939,,,,,
2035,9/17/2021 19:00,21.939,,,,,
2036,9/17/2021 19:30,21.939,,,,,
2037,9/17/2021 20:00,21.963,,,,,
2038,9/17/2021 20:30,21.963,,,,,
2039,9/17/2021 21:00,21.963,,,,,
2040,9/17/2021 21:30,21.987,,,,,
2041,9/17/2021 22:00,21.963,,,,,
2042,9/17/2021 22:30,21.987,,,,,
2043,9/17/2021 23:00,21.987,,,,,
2044,9/17/2021 23:30,21.987,,,,,
2045,9/18/2021 0:00,21.987,,,,,
2046,9/18/2021 0:30,21.963,,,,,
2047,9/18/2021 1:00,21.963,,,,,
2048,9/18/2021 1:30,21.939,,,,,
2049,9/18/2021 2:00,21.891,,,,,
2050,9/18/2021 2:30,21.867,,,,,
2051,9/18/2021 3:00,21.819,,,,,
2052,9/18/2021 3:30,21.772,,,,,
2053,9/18/2021 4:00,21.724,,,,,
2054,9/18/2021 4:30,21.676,,,,,
2055,9/18/2021 5:00,21.628,,,,,
2056,9/18/2021 5:30,21.581,,,,,
2057,9/18/2021 6:00,21.533,,,,,
2058,9/18/2021 6:30,21.485,,,,,
2059,9/18/2021 7:00,21.437,,,,,
2060,9/18/2021 7:30,21.413,,,,,
2061,9/18/2021 8:00,21.366,,,,,
2062,9/18/2021 8:30,21.366,,,,,
2063,9/18/2021 9:00,21.366,,,,,
2064,9/18/2021 9:30,21.39,,,,,
2065,9/18/2021 10:00,21.437,,,,,
2066,9/18/2021 10:30,21.485,,,,,
2067,9/18/2021 11:00,21.509,,,,,
2068,9/18/2021 11:30,21.557,,,,,
2069,9/18/2021 12:00,21.604,,,,,
2070,9/18/2021 12:30,21.604,,,,,
2071,9/18/2021 13:00,21.676,,,,,
2072,9/18/2021 13:30,21.7,,,,,
2073,9/18/2021 14:00,21.748,,,,,
2074,9/18/2021 14:30,21.795,,,,,
2075,9/18/2021 15:00,21.819,,,,,
2076,9/18/2021 15:30,21.843,,,,,
2077,9/18/2021 16:00,21.867,,,,,
2078,9/18/2021 16:30,21.891,,,,,
2079,9/18/2021 17:00,21.891,,,,,
2080,9/18/2021 17:30,21.915,,,,,
2081,9/18/2021 18:00,21.915,,,,,
2082,9/18/2021 18:30,21.939,,,,,
2083,9/18/2021 19:00,21.939,,,,,
2084,9/18/2021 19:30,21.963,,,,,
2085,9/18/2021 20:00,21.963,,,,,
2086,9/18/2021 20:30,21.987,,,,,
2087,9/18/2021 21:00,21.987,,,,,
2088,9/18/2021 21:30,22.011,,,,,
2089,9/18/2021 22:00,22.011,,,,,
2090,9/18/2021 22:30,22.034,,,,,
2091,9/18/2021 23:00,22.058,,,,,
2092,9/18/2021 23:30,22.058,,,,,
2093,9/19/2021 0:00,22.058,,,,,
2094,9/19/2021 0:30,22.034,,,,,
2095,9/19/2021 1:00,22.011,,,,,
2096,9/19/2021 1:30,22.011,,,,,
2097,9/19/2021 2:00,21.987,,,,,
2098,9/19/2021 2:30,21.963,,,,,
2099,9/19/2021 3:00,21.915,,,,,
2100,9/19/2021 3:30,21.867,,,,,
2101,9/19/2021 4:00,21.819,,,,,
2102,9/19/2021 4:30,21.748,,,,,
2103,9/19/2021 5:00,21.7,,,,,
2104,9/19/2021 5:30,21.652,,,,,
2105,9/19/2021 6:00,21.581,,,,,
2106,9/19/2021 6:30,21.557,,,,,
2107,9/19/2021 7:00,21.485,,,,,
2108,9/19/2021 7:30,21.413,,,,,
2109,9/19/2021 8:00,21.366,,,,,
2110,9/19/2021 8:30,21.342,,,,,
2111,9/19/2021 9:00,21.366,,,,,
2112,9/19/2021 9:30,21.39,,,,,
2113,9/19/2021 10:00,21.413,,,,,
2114,9/19/2021 10:30,21.437,,,,,
2115,9/19/2021 11:00,21.509,,,,,
2116,9/19/2021 11:30,21.533,,,,,
2117,9/19/2021 12:00,21.581,,,,,
2118,9/19/2021 12:30,21.628,,,,,
2119,9/19/2021 13:00,21.676,,,,,
2120,9/19/2021 13:30,21.7,,,,,
2121,9/19/2021 14:00,21.748,,,,,
2122,9/19/2021 14:30,21.795,,,,,
2123,9/19/2021 15:00,21.795,,,,,
2124,9/19/2021 15:30,21.819,,,,,
2125,9/19/2021 16:00,21.843,,,,,
2126,9/19/2021 16:30,21.843,,,,,
2127,9/19/2021 17:00,21.843,,,,,
2128,9/19/2021 17:30,21.843,,,,,
2129,9/19/2021 18:00,21.867,,,,,
2130,9/19/2021 18:30,21.867,,,,,
2131,9/19/2021 19:00,21.891,,,,,
2132,9/19/2021 19:30,21.891,,,,,
2133,9/19/2021 20:00,21.939,,,,,
2134,9/19/2021 20:30,21.939,,,,,
2135,9/19/2021 21:00,21.963,,,,,
2136,9/19/2021 21:30,21.987,,,,,
2137,9/19/2021 22:00,22.011,,,,,
2138,9/19/2021 22:30,22.034,,,,,
2139,9/19/2021 23:00,22.034,,,,,
2140,9/19/2021 23:30,22.011,,,,,
2141,9/20/2021 0:00,22.011,,,,,
2142,9/20/2021 0:30,21.987,,,,,
2143,9/20/2021 1:00,21.987,,,,,
2144,9/20/2021 1:30,21.939,,,,,
2145,9/20/2021 2:00,21.915,,,,,
2146,9/20/2021 2:30,21.891,,,,,
2147,9/20/2021 3:00,21.843,,,,,
2148,9/20/2021 3:30,21.772,,,,,
2149,9/20/2021 4:00,21.7,,,,,
2150,9/20/2021 4:30,21.628,,,,,
2151,9/20/2021 5:00,21.604,,,,,
2152,9/20/2021 5:30,21.557,,,,,
2153,9/20/2021 6:00,21.557,,,,,
2154,9/20/2021 6:30,21.509,,,,,
2155,9/20/2021 7:00,21.461,,,,,
2156,9/20/2021 7:30,21.413,,,,,
2157,9/20/2021 8:00,21.39,,,,,
2158,9/20/2021 8:30,21.39,,,,,
2159,9/20/2021 9:00,21.413,,,,,
2160,9/20/2021 9:30,21.413,,,,,
2161,9/20/2021 10:00,21.39,,,,,
2162,9/20/2021 10:30,21.413,,,,,
2163,9/20/2021 11:00,21.461,,,,,
2164,9/20/2021 11:30,21.485,,,,,
2165,9/20/2021 12:00,21.533,,,,,
2166,9/20/2021 12:30,21.581,,,,,
2167,9/20/2021 13:00,21.628,,,,,
2168,9/20/2021 13:30,21.676,,,,,
2169,9/20/2021 14:00,21.7,,,,,
2170,9/20/2021 14:30,21.748,,,,,
2171,9/20/2021 15:00,21.772,,,,,
2172,9/20/2021 15:30,21.819,,,,,
2173,9/20/2021 16:00,21.867,,,,,
2174,9/20/2021 16:30,21.867,,,,,
2175,9/20/2021 17:00,21.891,,,,,
2176,9/20/2021 17:30,21.891,,,,,
2177,9/20/2021 18:00,21.891,,,,,
2178,9/20/2021 18:30,21.915,,,,,
2179,9/20/2021 19:00,21.915,,,,,
2180,9/20/2021 19:30,21.939,,,,,
2181,9/20/2021 20:00,21.915,,,,,
2182,9/20/2021 20:30,21.939,,,,,
2183,9/20/2021 21:00,21.915,,,,,
2184,9/20/2021 21:30,21.915,,,,,
2185,9/20/2021 22:00,21.915,,,,,
2186,9/20/2021 22:30,21.867,,,,,
2187,9/20/2021 23:00,21.843,,,,,
2188,9/20/2021 23:30,21.819,,,,,
2189,9/21/2021 0:00,21.795,,,,,
2190,9/21/2021 0:30,21.724,,,,,
2191,9/21/2021 1:00,21.676,,,,,
2192,9/21/2021 1:30,21.628,,,,,
2193,9/21/2021 2:00,21.581,,,,,
2194,9/21/2021 2:30,21.533,,,,,
2195,9/21/2021 3:00,21.461,,,,,
2196,9/21/2021 3:30,21.413,,,,,
2197,9/21/2021 4:00,21.342,,,,,
2198,9/21/2021 4:30,21.27,,,,,
2199,9/21/2021 5:00,21.223,,,,,
2200,9/21/2021 5:30,21.151,,,,,
2201,9/21/2021 6:00,21.151,,,,,
2202,9/21/2021 6:30,21.079,,,,,
2203,9/21/2021 7:00,20.984,,,,,
2204,9/21/2021 7:30,20.96,,,,,
2205,9/21/2021 8:00,20.889,,,,,
2206,9/21/2021 8:30,20.841,,,,,
2207,9/21/2021 9:00,20.793,,,,,
2208,9/21/2021 9:30,20.77,,,,,
2209,9/21/2021 10:00,20.722,,,,,
2210,9/21/2021 10:30,20.674,,,,,
2211,9/21/2021 11:00,20.865,,,,,
2212,9/21/2021 11:30,21.318,,,,,
2213,9/21/2021 12:00,21.533,,,,,
2214,9/21/2021 12:30,21.891,,,,,
2215,9/21/2021 13:00,22.13,,,,,
2216,9/21/2021 13:30,22.321,,,,,
2217,9/21/2021 14:00,22.321,,,,,
2218,9/21/2021 14:30,22.274,,,,,
2219,9/21/2021 15:00,22.226,,,,,
2220,9/21/2021 15:30,22.25,,,,,
2221,9/21/2021 16:00,22.274,,,,,
2222,9/21/2021 16:30,23.088,,,,,
2223,9/21/2021 17:00,22.992,,,,,
2224,9/21/2021 17:30,23.112,,,,,
2225,9/21/2021 18:00,23.088,,,,,
2226,9/21/2021 18:30,22.633,,,,,
2227,9/21/2021 19:00,22.657,,,,,
2228,9/21/2021 19:30,22.609,,,,,
2229,9/21/2021 20:00,22.585,,,,,
2230,9/21/2021 20:30,22.561,,,,,
2231,9/21/2021 21:00,22.513,,,,,
2232,9/21/2021 21:30,22.465,,,,,
2233,9/21/2021 22:00,22.417,,,,,
2234,9/21/2021 22:30,22.369,,,,,
2235,9/21/2021 23:00,22.345,,,,,
2236,9/21/2021 23:30,22.298,,,,,
2237,9/22/2021 0:00,22.274,,,,,
2238,9/22/2021 0:30,22.25,,,,,
2239,9/22/2021 1:00,22.226,,,,,
2240,9/22/2021 1:30,22.202,,,,,
2241,9/22/2021 2:00,22.154,,,,,
2242,9/22/2021 2:30,22.13,,,,,
2243,9/22/2021 3:00,22.082,,,,,
2244,9/22/2021 3:30,22.393,,,,,
2245,9/22/2021 4:00,22.561,,,,,
2246,9/22/2021 4:30,22.537,,,,,
2247,9/22/2021 5:00,22.489,,,,,
2248,9/22/2021 5:30,22.465,,,,,
2249,9/22/2021 6:00,22.417,,,,,
2250,9/22/2021 6:30,22.369,,,,,
2251,9/22/2021 7:00,22.345,,,,,
2252,9/22/2021 7:30,22.321,,,,,
2253,9/22/2021 8:00,22.298,,,,,
2254,9/22/2021 8:30,22.25,,,,,
2255,9/22/2021 9:00,22.753,,,,,
2256,9/22/2021 9:30,22.705,,,,,
2257,9/22/2021 10:00,23.184,,,,,
2258,9/22/2021 10:30,23.28,,,,,
2259,9/22/2021 11:00,23.232,,,,,
2260,9/22/2021 11:30,23.208,,,,,
2261,9/22/2021 12:00,23.232,,,,,
2262,9/22/2021 12:30,23.232,,,,,
2263,9/22/2021 13:00,23.232,,,,,
2264,9/22/2021 13:30,23.208,,,,,
2265,9/22/2021 14:00,23.232,,,,,
2266,9/22/2021 14:30,23.232,,,,,
2267,9/22/2021 15:00,23.256,,,,,
2268,9/22/2021 15:30,23.232,,,,,
2269,9/22/2021 16:00,23.232,,,,,
2270,9/22/2021 16:30,23.208,,,,,
2271,9/22/2021 17:00,23.16,,,,,
2272,9/22/2021 17:30,23.16,,,,,
2273,9/22/2021 18:00,23.833,,,,,
2274,9/22/2021 18:30,23.809,,,,,
2275,9/22/2021 19:00,23.689,,,,,
2276,9/22/2021 19:30,23.521,,,,,
2277,9/22/2021 20:00,23.232,,,,,
2278,9/22/2021 20:30,21.819,,,,,
2279,9/22/2021 21:00,20.674,,,,,
2280,9/22/2021 21:30,20.46,,,,,
2281,9/22/2021 22:00,20.555,,,,,
2282,9/22/2021 22:30,20.031,,,,,
2283,9/22/2021 23:00,20.269,,,,,
2284,9/22/2021 23:30,20.436,,,,,
2285,9/23/2021 0:00,20.531,,,,,
2286,9/23/2021 0:30,20.579,,,,,
2287,9/23/2021 1:00,20.603,,,,,
2288,9/23/2021 1:30,20.603,,,,,
2289,9/23/2021 2:00,20.579,,,,,
2290,9/23/2021 2:30,20.555,,,,,
2291,9/23/2021 3:00,20.507,,,,,
2292,9/23/2021 3:30,20.46,,,,,
2293,9/23/2021 4:00,20.388,,,,,
2294,9/23/2021 4:30,20.293,,,,,
2295,9/23/2021 5:00,20.174,,,,,
2296,9/23/2021 5:30,20.079,,,,,
2297,9/23/2021 6:00,19.96,,,,,
2298,9/23/2021 6:30,19.841,,,,,
2299,9/23/2021 7:00,19.722,,,,,
2300,9/23/2021 7:30,19.579,,,,,
2301,9/23/2021 8:00,19.484,,,,,
2302,9/23/2021 8:30,19.365,,,,,
2303,9/23/2021 9:00,19.294,,,,,
2304,9/23/2021 9:30,19.222,,,,,
2305,9/23/2021 10:00,19.199,,,,,
2306,9/23/2021 10:30,19.175,,,,,
2307,9/23/2021 11:00,19.175,,,,,
2308,9/23/2021 11:30,19.199,,,,,
2309,9/23/2021 12:00,19.222,,,,,
2310,9/23/2021 12:30,19.27,,,,,
2311,9/23/2021 13:00,19.341,,,,,
2312,9/23/2021 13:30,19.389,,,,,
2313,9/23/2021 14:00,19.436,,,,,
2314,9/23/2021 14:30,19.46,,,,,
2315,9/23/2021 15:00,19.484,,,,,
2316,9/23/2021 15:30,19.508,,,,,
2317,9/23/2021 16:00,19.532,,,,,
2318,9/23/2021 16:30,19.555,,,,,
2319,9/23/2021 17:00,19.555,,,,,
2320,9/23/2021 17:30,19.555,,,,,
2321,9/23/2021 18:00,19.508,,,,,
2322,9/23/2021 18:30,19.484,,,,,
2323,9/23/2021 19:00,19.413,,,,,
2324,9/23/2021 19:30,19.341,,,,,
2325,9/23/2021 20:00,19.27,,,,,
2326,9/23/2021 20:30,19.175,,,,,
2327,9/23/2021 21:00,19.103,,,,,
2328,9/23/2021 21:30,19.008,,,,,
2329,9/23/2021 22:00,18.913,,,,,
2330,9/23/2021 22:30,18.818,,,,,
2331,9/23/2021 23:00,18.723,,,,,
2332,9/23/2021 23:30,18.604,,,,,
2333,9/24/2021 0:00,18.509,,,,,
2334,9/24/2021 0:30,18.39,,,,,
2335,9/24/2021 1:00,18.295,,,,,
2336,9/24/2021 1:30,18.2,,,,,
2337,9/24/2021 2:00,18.081,,,,,
2338,9/24/2021 2:30,17.986,,,,,
2339,9/24/2021 3:00,17.891,,,,,
2340,9/24/2021 3:30,17.772,,,,,
2341,9/24/2021 4:00,17.677,,,,,
2342,9/24/2021 4:30,17.558,,,,,
2343,9/24/2021 5:00,17.463,,,,,
2344,9/24/2021 5:30,17.368,,,,,
2345,9/24/2021 6:00,17.249,,,,,
2346,9/24/2021 6:30,17.153,,,,,
2347,9/24/2021 7:00,17.034,,,,,
2348,9/24/2021 7:30,16.939,,,,,
2349,9/24/2021 8:00,16.844,,,,,
2350,9/24/2021 8:30,16.773,,,,,
2351,9/24/2021 9:00,16.749,,,,,
2352,9/24/2021 9:30,16.749,,,,,
2353,9/24/2021 10:00,16.749,,,,,
2354,9/24/2021 10:30,16.773,,,,,
2355,9/24/2021 11:00,16.82,,,,,
2356,9/24/2021 11:30,16.844,,,,,
2357,9/24/2021 12:00,16.915,,,,,
2358,9/24/2021 12:30,17.011,,,,,
2359,9/24/2021 13:00,17.082,,,,,
2360,9/24/2021 13:30,17.201,,,,,
2361,9/24/2021 14:00,17.296,,,,,
2362,9/24/2021 14:30,17.368,,,,,
2363,9/24/2021 15:00,17.486,,,,,
2364,9/24/2021 15:30,17.558,,,,,
2365,9/24/2021 16:00,17.653,,,,,
2366,9/24/2021 16:30,17.724,,,,,
2367,9/24/2021 17:00,17.772,,,,,
2368,9/24/2021 17:30,17.843,,,,,
2369,9/24/2021 18:00,17.891,,,,,
2370,9/24/2021 18:30,17.915,,,,,
2371,9/24/2021 19:00,17.915,,,,,
2372,9/24/2021 19:30,17.891,,,,,
2373,9/24/2021 20:00,17.843,,,,,
2374,9/24/2021 20:30,17.772,,,,,
2375,9/24/2021 21:00,17.724,,,,,
2376,9/24/2021 21:30,17.677,,,,,
2377,9/24/2021 22:00,17.605,,,,,
2378,9/24/2021 22:30,17.51,,,,,
2379,9/24/2021 23:00,17.415,,,,,
2380,9/24/2021 23:30,17.344,,,,,
2381,9/25/2021 0:00,17.249,,,,,
2382,9/25/2021 0:30,17.177,,,,,
2383,9/25/2021 1:00,17.082,,,,,
2384,9/25/2021 1:30,16.987,,,,,
2385,9/25/2021 2:00,16.892,,,,,
2386,9/25/2021 2:30,16.773,,,,,
2387,9/25/2021 3:00,16.677,,,,,
2388,9/25/2021 3:30,16.606,,,,,
2389,9/25/2021 4:00,16.534,,,,,
2390,9/25/2021 4:30,16.463,,,,,
2391,9/25/2021 5:00,16.368,,,,,
2392,9/25/2021 5:30,16.296,,,,,
2393,9/25/2021 6:00,16.225,,,,,
2394,9/25/2021 6:30,16.153,,,,,
2395,9/25/2021 7:00,16.058,,,,,
2396,9/25/2021 7:30,15.986,,,,,
2397,9/25/2021 8:00,15.939,,,,,
2398,9/25/2021 8:30,15.891,,,,,
